year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
8832114378257534112,-1,-4,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,8832114378257534112,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
8771957960867062272,0,27,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,8771957960867062272,1,27,167956358071877-48226781892051106--7378697629483820625,Dates.Date,1
8194507255278008227,0,51711,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,8194507255278008227,1,51711,"ArgumentError(""Day: 51711 out of range (1:31)"")",ArgumentError,1
6878404603163719863,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,6878404603163719863,1,1,64663538665728--6028347736506377-3689348814741910295,Dates.Date,1
5343234663573907145,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,3.0,5343234663573907145,11,1,-244047141495802-07--3689348814741910303,Dates.Date,1
5050714368177533152,0,-874,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,5050714368177533152,1,-874,"ArgumentError(""Day: -874 out of range (1:31)"")",ArgumentError,1
4299425627122458504,0,1208,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,4299425627122458504,1,1208,"ArgumentError(""Day: 1208 out of range (1:31)"")",ArgumentError,1
4200715721626716390,-1,-192890135769948,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,4200715721626716390,0,-192890135769948,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
3520187079333382419,0,51837810,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,3520187079333382419,1,51837810,"ArgumentError(""Day: 51837810 out of range (1:31)"")",ArgumentError,1
3070958731491596131,0,-146460,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,3070958731491596131,1,-146460,"ArgumentError(""Day: -146460 out of range (1:31)"")",ArgumentError,1
