bytes,output,type,metric,n_bytes,n_output,n_type,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",BoundsError,121
999999999999994822656,1000.0 EB,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",BoundsError,442
999949999999999935999,999.9 EB,String,1.0,999949999999999936000,1000.0 EB,String,67
99949999999999991999,99.9 EB,String,1.0,99949999999999992000,100.0 EB,String,160
9950000000000001999,9.9 EB,String,1.0,9950000000000002000,10.0 EB,String,179
999949999999999999,999.9 PB,String,2.0,999950000000000000,1.0 EB,String,389
99949999999999999,99.9 PB,String,1.0,99950000000000000,100.0 PB,String,500
9950000000000999,9.9 PB,String,1.0,9950000000001000,10.0 PB,String,450
999949999999999,999.9 TB,String,2.0,999950000000000,1.0 PB,String,469
99949999999999,99.9 TB,String,1.0,99950000000000,100.0 TB,String,469
9950000000000,9.9 TB,String,1.0,9950000000001,10.0 TB,String,453
999949999999,999.9 GB,String,2.0,999950000000,1.0 TB,String,474
99949999999,99.9 GB,String,1.0,99950000000,100.0 GB,String,490
9950000000,9.9 GB,String,1.0,9950000001,10.0 GB,String,468
999949999,999.9 MB,String,2.0,999950000,1.0 GB,String,849
99949999,99.9 MB,String,1.0,99950000,100.0 MB,String,1029
9950000,9.9 MB,String,1.0,9950001,10.0 MB,String,1106
999949,999.9 kB,String,2.0,999950,1.0 MB,String,1335
99949,99.9 kB,String,1.0,99950,100.0 kB,String,1108
9950,9.9 kB,String,1.0,9951,10.0 kB,String,2328
999,999B,String,2.0,1000,1.0 kB,String,2113
99,99B,String,1.0,100,100B,String,4333
9,9B,String,1.0,10,10B,String,9156
false,falseB,String,1.0,true,trueB,String,9150
-1,-1B,String,1.0,0,0B,String,7753
-10,-10B,String,1.0,-9,-9B,String,3533
-100,-100B,String,1.0,-99,-99B,String,2245
-1000,-1000B,String,1.0,-999,-999B,String,1149
-10000,-10000B,String,1.0,-9999,-9999B,String,1634
-100000,-100000B,String,1.0,-99999,-99999B,String,820
-1000000,-1000000B,String,1.0,-999999,-999999B,String,1125
-10000000,-10000000B,String,1.0,-9999999,-9999999B,String,785
-100000000,-100000000B,String,1.0,-99999999,-99999999B,String,790
-1000000000,-1000000000B,String,1.0,-999999999,-999999999B,String,617
-10000000000,-10000000000B,String,1.0,-9999999999,-9999999999B,String,344
-100000000000,-100000000000B,String,1.0,-99999999999,-99999999999B,String,353
-1000000000000,-1000000000000B,String,1.0,-999999999999,-999999999999B,String,331
-10000000000000,-10000000000000B,String,1.0,-9999999999999,-9999999999999B,String,340
-100000000000000,-100000000000000B,String,1.0,-99999999999999,-99999999999999B,String,342
-1000000000000000,-1000000000000000B,String,1.0,-999999999999999,-999999999999999B,String,364
-10000000000000000,-10000000000000000B,String,1.0,-9999999999999999,-9999999999999999B,String,376
-100000000000000000,-100000000000000000B,String,1.0,-99999999999999999,-99999999999999999B,String,366
-1000000000000000000,-1000000000000000000B,String,1.0,-999999999999999999,-999999999999999999B,String,313
-10000000000000000000,-10000000000000000000B,String,1.0,-9999999999999999999,-9999999999999999999B,String,112
-100000000000000000000,-100000000000000000000B,String,1.0,-99999999999999999999,-99999999999999999999B,String,105
-1000000000000000000000,-1000000000000000000000B,String,1.0,-999999999999999999999,-999999999999999999999B,String,70
-10000000000000000000000,-10000000000000000000000B,String,1.0,-9999999999999999999999,-9999999999999999999999B,String,186
-100000000000000000000000,-100000000000000000000000B,String,1.0,-99999999999999999999999,-99999999999999999999999B,String,110
-1000000000000000000000000,-1000000000000000000000000B,String,1.0,-999999999999999999999999,-999999999999999999999999B,String,114
-10000000000000000000000000,-10000000000000000000000000B,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,String,130
-100000000000000000000000000,-100000000000000000000000000B,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,String,100
-1000000000000000000000000000,-1000000000000000000000000000B,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,String,123
-10000000000000000000000000000,-10000000000000000000000000000B,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,String,123
-100000000000000000000000000000,-100000000000000000000000000000B,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,String,106
-1000000000000000000000000000000,-1000000000000000000000000000000B,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,String,93
-10000000000000000000000000000000,-10000000000000000000000000000000B,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,String,21
-100000000000000000000000000000000,-100000000000000000000000000000000B,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,String,5
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,String,2
