year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
5900259731612208822,4,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,11.0,5900259731612208822,4,1,210743088831013-12056695473012770--3689348814741910308,Dates.Date,1
5184275235252806484,0,-516601079,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,5184275235252806484,1,-516601079,"ArgumentError(""Day: -516601079 out of range (1:31)"")",ArgumentError,1
4718774584930130312,-1,67135,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,4718774584930130312,0,67135,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
3490794154327218520,0,116185184,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,3490794154327218520,1,116185184,"ArgumentError(""Day: 116185184 out of range (1:31)"")",ArgumentError,1
2132121532778966225,12,-55256200891901392,"ArgumentError(""Day: -55256200891901392 out of range (1:31)"")",ArgumentError,14.0,2132121532778966225,13,-55256200891901392,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
2004252625598278136,0,3522,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,2004252625598278136,1,3522,"ArgumentError(""Day: 3522 out of range (1:31)"")",ArgumentError,1
1673246192115312152,0,193652,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,1673246192115312152,1,193652,"ArgumentError(""Day: 193652 out of range (1:31)"")",ArgumentError,1
887946819106461358,0,-937545727,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,887946819106461358,1,-937545727,"ArgumentError(""Day: -937545727 out of range (1:31)"")",ArgumentError,1
882544281606572937,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,882544281606572937,1,1,213723230409521-42198434155544718-7378697629483820658,Dates.Date,1
757247694521681675,12,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,2.0,757247694521681675,13,-1,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
561615498632650586,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,10.0,561615498632650586,3,1,-5326160877588--48226781892051108-3689348814741910313,Dates.Date,1
302448136118982708,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,302448136118982708,1,3,-79628315660616--6028347736506385--16,Dates.Date,1
278265858979354212,0,-71333,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,278265858979354212,1,-71333,"ArgumentError(""Day: -71333 out of range (1:31)"")",ArgumentError,1
242607489411905135,0,-41068629,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,242607489411905135,1,-41068629,"ArgumentError(""Day: -41068629 out of range (1:31)"")",ArgumentError,1
213210078323596781,0,10848,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,213210078323596781,1,10848,"ArgumentError(""Day: 10848 out of range (1:31)"")",ArgumentError,1
179471610883101686,0,255923,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,179471610883101686,1,255923,"ArgumentError(""Day: 255923 out of range (1:31)"")",ArgumentError,1
166620251408524547,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,166620251408524547,1,-4,"ArgumentError(""Day: -4 out of range (1:31)"")",ArgumentError,1
92243493406321339,-10,3080079682445419788,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,92243493406321339,-9,3080079682445419788,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
