h,w,output,type,metric,n_h,n_w,n_output,n_type,count
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,0,Severely obese,String,424
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1,Severely obese,String,1129
-1,10,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10,Severely obese,String,74
-1,100,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,100,Severely obese,String,7
-1,1000,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1000,Severely obese,String,1
-1,10010224,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10010224,Severely obese,String,1
-1,1001604,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1001604,Severely obese,String,1
-1,10017,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10017,Severely obese,String,1
-1,10035,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10035,Severely obese,String,1
-1,1007,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1007,Severely obese,String,1
-1,1007199,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1007199,Severely obese,String,1
-1,1007839861,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1007839861,Severely obese,String,1
-1,10090,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10090,Severely obese,String,1
-1,1009004,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1009004,Severely obese,String,1
-1,100974055553,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,100974055553,Severely obese,String,1
-1,101,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,101,Severely obese,String,10
-1,10102562,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10102562,Severely obese,String,1
-1,1011257851,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1011257851,Severely obese,String,1
-1,10118,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10118,Severely obese,String,1
-1,101229366,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,101229366,Severely obese,String,1
-1,1012353121,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1012353121,Severely obese,String,1
-1,1015695435247,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1015695435247,Severely obese,String,1
-1,10159,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,10159,Severely obese,String,1
-1,1015959,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1015959,Severely obese,String,1
-1,1016864,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1016864,Severely obese,String,1
-1,1017,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,1017,Severely obese,String,1
-1,101778,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,101778,Severely obese,String,1
-1,102,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,41.0,0,102,Severely obese,String,5
