bytes,output,type,metric,n_bytes,n_output,n_type,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",BoundsError,138
999999999999994822656,1000.0 EB,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",BoundsError,467
999949999999999935999,999.9 EB,String,1.0,999949999999999936000,1000.0 EB,String,63
99949999999999991999,99.9 EB,String,1.0,99949999999999992000,100.0 EB,String,163
9950000000000001999,9.9 EB,String,1.0,9950000000000002000,10.0 EB,String,178
999949999999999999,999.9 PB,String,2.0,999950000000000000,1.0 EB,String,434
99949999999999999,99.9 PB,String,1.0,99950000000000000,100.0 PB,String,458
9950000000000999,9.9 PB,String,1.0,9950000000001000,10.0 PB,String,488
999949999999999,999.9 TB,String,2.0,999950000000000,1.0 PB,String,490
99949999999999,99.9 TB,String,1.0,99950000000000,100.0 TB,String,474
9950000000000,9.9 TB,String,1.0,9950000000001,10.0 TB,String,451
999949999999,999.9 GB,String,2.0,999950000000,1.0 TB,String,491
99949999999,99.9 GB,String,1.0,99950000000,100.0 GB,String,462
9950000000,9.9 GB,String,1.0,9950000001,10.0 GB,String,461
999949999,999.9 MB,String,2.0,999950000,1.0 GB,String,841
99949999,99.9 MB,String,1.0,99950000,100.0 MB,String,1107
9950000,9.9 MB,String,1.0,9950001,10.0 MB,String,1107
999949,999.9 kB,String,2.0,999950,1.0 MB,String,1455
99949,99.9 kB,String,1.0,99950,100.0 kB,String,1148
9950,9.9 kB,String,1.0,9951,10.0 kB,String,2341
999,999B,String,2.0,1000,1.0 kB,String,1979
99,99B,String,1.0,100,100B,String,4520
9,9B,String,1.0,10,10B,String,9334
false,falseB,String,1.0,true,trueB,String,9345
-1,-1B,String,1.0,0,0B,String,8062
-10,-10B,String,1.0,-9,-9B,String,3759
-100,-100B,String,1.0,-99,-99B,String,2255
-1000,-1000B,String,1.0,-999,-999B,String,1179
-10000,-10000B,String,1.0,-9999,-9999B,String,1722
-100000,-100000B,String,1.0,-99999,-99999B,String,810
-1000000,-1000000B,String,1.0,-999999,-999999B,String,1213
-10000000,-10000000B,String,1.0,-9999999,-9999999B,String,851
-100000000,-100000000B,String,1.0,-99999999,-99999999B,String,831
-1000000000,-1000000000B,String,1.0,-999999999,-999999999B,String,631
-10000000000,-10000000000B,String,1.0,-9999999999,-9999999999B,String,370
-100000000000,-100000000000B,String,1.0,-99999999999,-99999999999B,String,348
-1000000000000,-1000000000000B,String,1.0,-999999999999,-999999999999B,String,383
-10000000000000,-10000000000000B,String,1.0,-9999999999999,-9999999999999B,String,356
-100000000000000,-100000000000000B,String,1.0,-99999999999999,-99999999999999B,String,321
-1000000000000000,-1000000000000000B,String,1.0,-999999999999999,-999999999999999B,String,406
-10000000000000000,-10000000000000000B,String,1.0,-9999999999999999,-9999999999999999B,String,389
-100000000000000000,-100000000000000000B,String,1.0,-99999999999999999,-99999999999999999B,String,351
-1000000000000000000,-1000000000000000000B,String,1.0,-999999999999999999,-999999999999999999B,String,321
-10000000000000000000,-10000000000000000000B,String,1.0,-9999999999999999999,-9999999999999999999B,String,125
-100000000000000000000,-100000000000000000000B,String,1.0,-99999999999999999999,-99999999999999999999B,String,118
-1000000000000000000000,-1000000000000000000000B,String,1.0,-999999999999999999999,-999999999999999999999B,String,76
-10000000000000000000000,-10000000000000000000000B,String,1.0,-9999999999999999999999,-9999999999999999999999B,String,177
-100000000000000000000000,-100000000000000000000000B,String,1.0,-99999999999999999999999,-99999999999999999999999B,String,140
-1000000000000000000000000,-1000000000000000000000000B,String,1.0,-999999999999999999999999,-999999999999999999999999B,String,130
-10000000000000000000000000,-10000000000000000000000000B,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,String,139
-100000000000000000000000000,-100000000000000000000000000B,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,String,128
-1000000000000000000000000000,-1000000000000000000000000000B,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,String,130
-10000000000000000000000000000,-10000000000000000000000000000B,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,String,132
-100000000000000000000000000000,-100000000000000000000000000000B,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,String,124
-1000000000000000000000000000000,-1000000000000000000000000000000B,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,String,72
-10000000000000000000000000000000,-10000000000000000000000000000000B,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,String,36
-100000000000000000000000000000000,-100000000000000000000000000000000B,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,String,7
