year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
1597119706477938422,0,4915746277801,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,1597119706477938422,1,4915746277801,"ArgumentError(""Day: 4915746277801 out of range (1:31)"")",ArgumentError,1
486729108229002301,0,45487263820865969,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,14.0,486729108229002301,1,45487263820865969,"ArgumentError(""Day: 45487263820865969 out of range (1:31)"")",ArgumentError,1
422697481759929914,9,99999,"ArgumentError(""Day: 99999 out of range (1:30)"")",ArgumentError,1.0,422697481759929914,9,100000,"ArgumentError(""Day: 100000 out of range (1:30)"")",ArgumentError,1
197806511147789783,0,63467313577123,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,197806511147789783,1,63467313577123,"ArgumentError(""Day: 63467313577123 out of range (1:31)"")",ArgumentError,1
88818218249578620,3,-10000,"ArgumentError(""Day: -10000 out of range (1:31)"")",ArgumentError,1.0,88818218249578620,3,-9999,"ArgumentError(""Day: -9999 out of range (1:31)"")",ArgumentError,1
75560813000063666,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,75560813000063666,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
28435327623804079,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,28435327623804079,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
13427334446280329,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,13427334446280329,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
8712707671177237,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,8712707671177237,1,1,126777795736608--18085043209519161-3689348814741910298,Dates.Date,1
1167743468363624,99,734066357095037,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,1167743468363624,100,734066357095037,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
478319858472698,-10000000,510,"ArgumentError(""Month: -10000000 out of range (1:12)"")",ArgumentError,1.0,478319858472698,-9999999,510,"ArgumentError(""Month: -9999999 out of range (1:12)"")",ArgumentError,1
270596325953758,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,7.0,270596325953758,1,1,-234458372601573-6028347736506389-11,Dates.Date,1
134241176557669,0,-15167329,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,134241176557669,1,-15167329,"ArgumentError(""Day: -15167329 out of range (1:31)"")",ArgumentError,1
33199914891861,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,25.0,33199914891861,1,2,33199914891861-01-02,Dates.Date,1
8453768881575,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,8453768881575,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
