year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
9196561755235303155,2,0,"ArgumentError(""Day: 0 out of range (1:28)"")",ArgumentError,8.0,9196561755235303155,2,1,20749241279312-54255129628557497-19,Dates.Date,1
7878891941636149224,0,36,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,7878891941636149224,1,36,"ArgumentError(""Day: 36 out of range (1:31)"")",ArgumentError,1
6633204827109299159,0,58,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,6633204827109299159,1,58,"ArgumentError(""Day: 58 out of range (1:31)"")",ArgumentError,1
6185383747652069873,0,21847,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,6185383747652069873,1,21847,"ArgumentError(""Day: 21847 out of range (1:31)"")",ArgumentError,1
6139409245162681056,0,1716036990199834,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,13.0,6139409245162681056,1,1716036990199834,"ArgumentError(""Day: 1716036990199834 out of range (1:31)"")",ArgumentError,1
3456735050149771462,0,10,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,3456735050149771462,1,10,140693237085473-24113390946025550-7378697629483820660,Dates.Date,1
2424341467477080129,0,14676248,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,2424341467477080129,1,14676248,"ArgumentError(""Day: 14676248 out of range (1:31)"")",ArgumentError,1
1534325095111684743,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,1534325095111684743,1,1,-31079099411113--12056695473012774-7378697629483820621,Dates.Date,1
1347496908743230228,9,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,10.0,1347496908743230228,9,1,10972997606877-48226781892051113--7378697629483820638,Dates.Date,1
1211623001345390875,0,88222,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,1211623001345390875,1,88222,"ArgumentError(""Day: 88222 out of range (1:31)"")",ArgumentError,1
1012339165477225655,0,49328,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,1012339165477225655,1,49328,"ArgumentError(""Day: 49328 out of range (1:31)"")",ArgumentError,1
996024715148058417,0,9,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,996024715148058417,1,9,56849596945504--48226781892051105--3689348814741910339,Dates.Date,1
389178381708154491,0,1816,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,389178381708154491,1,1816,"ArgumentError(""Day: 1816 out of range (1:31)"")",ArgumentError,1
369604124046802901,-1,2,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,369604124046802901,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
342290142777928550,5,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,13.0,342290142777928550,5,1,-136942842585930--12056695473012773--3689348814741910344,Dates.Date,1
333235833861623837,0,5235273,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,333235833861623837,1,5235273,"ArgumentError(""Day: 5235273 out of range (1:31)"")",ArgumentError,1
298604581420373522,0,15449251828,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,298604581420373522,1,15449251828,"ArgumentError(""Day: 15449251828 out of range (1:31)"")",ArgumentError,1
286504393789272467,0,22,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,286504393789272467,1,22,138379708399739-42198434155544717--7378697629483820627,Dates.Date,1
268152935332038278,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,268152935332038278,1,1,-31109600842532--54255129628557498-7378697629483820638,Dates.Date,1
267686680259096652,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,9.0,267686680259096652,1,1,7690024771173--60283477365063886-7378697629483820628,Dates.Date,1
211392682081107406,0,13274,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,211392682081107406,1,13274,"ArgumentError(""Day: 13274 out of range (1:31)"")",ArgumentError,1
208231671691775176,0,31,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,208231671691775176,1,31,149135886978766--48226781892051109-3689348814741910313,Dates.Date,1
202883623497334612,10,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,6.0,202883623497334612,10,1,-148365321908486-12056695473012779-25,Dates.Date,1
165743448563693860,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,165743448563693860,1,6,85507437545262-48226781892051116-3689348814741910343,Dates.Date,1
158216680890612866,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,158216680890612866,1,1,134560242794234--42198434155544720-3689348814741910316,Dates.Date,1
154761851393228074,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,7.0,154761851393228074,1,1,215113635296760-36170086419038337-26,Dates.Date,1
153827915299750049,0,19,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,153827915299750049,1,19,-213767759625933-30141738682531938-05,Dates.Date,1
152080202602431437,-1,137,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,152080202602431437,0,137,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
144833937536529461,0,3443,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,144833937536529461,1,3443,"ArgumentError(""Day: 3443 out of range (1:31)"")",ArgumentError,1
137773900458208292,0,-98451,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,137773900458208292,1,-98451,"ArgumentError(""Day: -98451 out of range (1:31)"")",ArgumentError,1
137058298177286462,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,137058298177286462,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
96006634509602910,7,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,6.0,96006634509602910,7,1,46241784090002--60283477365063879--21,Dates.Date,1
82734027544708620,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,82734027544708620,1,1,-94943018365679-24113390946025558--7378697629483820623,Dates.Date,1
72302151703388437,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,72302151703388437,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
61575714052203025,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,61575714052203025,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",ArgumentError,1
56150054319024645,4,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,10.0,56150054319024645,4,1,88982779382893--54255129628557490-3689348814741910305,Dates.Date,1
54172909231795652,0,-228,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,54172909231795652,1,-228,"ArgumentError(""Day: -228 out of range (1:31)"")",ArgumentError,1
