year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
8738724750273872943,-100,25,"ArgumentError(""Month: -100 out of range (1:12)"")",ArgumentError,1.0,8738724750273872943,-99,25,"ArgumentError(""Month: -99 out of range (1:12)"")",ArgumentError,1
252952943276505094,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,252952943276505094,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
170379553011831322,-1000,0,"ArgumentError(""Month: -1000 out of range (1:12)"")",ArgumentError,1.0,170379553011831322,-999,0,"ArgumentError(""Month: -999 out of range (1:12)"")",ArgumentError,1
114216389170846183,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,9.0,114216389170846183,11,1,74027297341358-36170086419038327-3689348814741910342,Dates.Date,1
66336316024400494,10,31,174150513652121--54255129628557493-7378697629483820632,Dates.Date,10.0,66336316024400494,11,31,"ArgumentError(""Day: 31 out of range (1:30)"")",ArgumentError,1
65798235392424939,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,65798235392424939,1,1,141124580231896--60283477365063879-7378697629483820621,Dates.Date,1
34745678109338355,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,34745678109338355,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
24021372494072737,0,1385765226,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,24021372494072737,1,1385765226,"ArgumentError(""Day: 1385765226 out of range (1:31)"")",ArgumentError,1
9816370114470155,99,3046,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,9816370114470155,100,3046,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
7842319590409965,0,30713630,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,7842319590409965,1,30713630,"ArgumentError(""Day: 30713630 out of range (1:31)"")",ArgumentError,1
5424004652159595,-1,536,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,5424004652159595,0,536,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
