bytes,output,type,metric,n_bytes,n_output,n_type,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",BoundsError,148
999999999999994822656,1000.0 EB,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",BoundsError,460
999949999999999935999,999.9 EB,String,1.0,999949999999999936000,1000.0 EB,String,86
99949999999999991999,99.9 EB,String,1.0,99949999999999992000,100.0 EB,String,166
9950000000000001999,9.9 EB,String,1.0,9950000000000002000,10.0 EB,String,191
999949999999999999,999.9 PB,String,2.0,999950000000000000,1.0 EB,String,418
99949999999999999,99.9 PB,String,1.0,99950000000000000,100.0 PB,String,452
9950000000000999,9.9 PB,String,1.0,9950000000001000,10.0 PB,String,465
999949999999999,999.9 TB,String,2.0,999950000000000,1.0 PB,String,457
99949999999999,99.9 TB,String,1.0,99950000000000,100.0 TB,String,469
9950000000000,9.9 TB,String,1.0,9950000000001,10.0 TB,String,480
999949999999,999.9 GB,String,2.0,999950000000,1.0 TB,String,507
99949999999,99.9 GB,String,1.0,99950000000,100.0 GB,String,472
9950000000,9.9 GB,String,1.0,9950000001,10.0 GB,String,450
999949999,999.9 MB,String,2.0,999950000,1.0 GB,String,856
99949999,99.9 MB,String,1.0,99950000,100.0 MB,String,1081
9950000,9.9 MB,String,1.0,9950001,10.0 MB,String,1130
999949,999.9 kB,String,2.0,999950,1.0 MB,String,1437
99949,99.9 kB,String,1.0,99950,100.0 kB,String,1195
9950,9.9 kB,String,1.0,9951,10.0 kB,String,2455
999,999B,String,2.0,1000,1.0 kB,String,2003
99,99B,String,1.0,100,100B,String,4521
9,9B,String,1.0,10,10B,String,9505
false,falseB,String,1.0,true,trueB,String,9624
-1,-1B,String,1.0,0,0B,String,8149
-10,-10B,String,1.0,-9,-9B,String,3734
-100,-100B,String,1.0,-99,-99B,String,2233
-1000,-1000B,String,1.0,-999,-999B,String,1160
-10000,-10000B,String,1.0,-9999,-9999B,String,1742
-100000,-100000B,String,1.0,-99999,-99999B,String,822
-1000000,-1000000B,String,1.0,-999999,-999999B,String,1175
-10000000,-10000000B,String,1.0,-9999999,-9999999B,String,857
-100000000,-100000000B,String,1.0,-99999999,-99999999B,String,858
-1000000000,-1000000000B,String,1.0,-999999999,-999999999B,String,586
-10000000000,-10000000000B,String,1.0,-9999999999,-9999999999B,String,364
-100000000000,-100000000000B,String,1.0,-99999999999,-99999999999B,String,411
-1000000000000,-1000000000000B,String,1.0,-999999999999,-999999999999B,String,397
-10000000000000,-10000000000000B,String,1.0,-9999999999999,-9999999999999B,String,371
-100000000000000,-100000000000000B,String,1.0,-99999999999999,-99999999999999B,String,377
-1000000000000000,-1000000000000000B,String,1.0,-999999999999999,-999999999999999B,String,380
-10000000000000000,-10000000000000000B,String,1.0,-9999999999999999,-9999999999999999B,String,379
-100000000000000000,-100000000000000000B,String,1.0,-99999999999999999,-99999999999999999B,String,379
-1000000000000000000,-1000000000000000000B,String,1.0,-999999999999999999,-999999999999999999B,String,324
-10000000000000000000,-10000000000000000000B,String,1.0,-9999999999999999999,-9999999999999999999B,String,116
-100000000000000000000,-100000000000000000000B,String,1.0,-99999999999999999999,-99999999999999999999B,String,101
-1000000000000000000000,-1000000000000000000000B,String,1.0,-999999999999999999999,-999999999999999999999B,String,84
-10000000000000000000000,-10000000000000000000000B,String,1.0,-9999999999999999999999,-9999999999999999999999B,String,180
-100000000000000000000000,-100000000000000000000000B,String,1.0,-99999999999999999999999,-99999999999999999999999B,String,118
-1000000000000000000000000,-1000000000000000000000000B,String,1.0,-999999999999999999999999,-999999999999999999999999B,String,117
-10000000000000000000000000,-10000000000000000000000000B,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,String,139
-100000000000000000000000000,-100000000000000000000000000B,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,String,125
-1000000000000000000000000000,-1000000000000000000000000000B,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,String,132
-10000000000000000000000000000,-10000000000000000000000000000B,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,String,121
-100000000000000000000000000000,-100000000000000000000000000000B,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,String,107
-1000000000000000000000000000000,-1000000000000000000000000000000B,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,String,71
-10000000000000000000000000000000,-10000000000000000000000000000000B,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,String,41
-100000000000000000000000000000000,-100000000000000000000000000000000B,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,String,6
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,String,1
