bytes,output,type,metric,n_bytes,n_output,n_type,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",BoundsError,133
999999999999994822656,1000.0 EB,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",BoundsError,392
999949999999999935999,999.9 EB,String,1.0,999949999999999936000,1000.0 EB,String,57
99949999999999991999,99.9 EB,String,1.0,99949999999999992000,100.0 EB,String,160
9950000000000001999,9.9 EB,String,1.0,9950000000000002000,10.0 EB,String,199
999949999999999999,999.9 PB,String,2.0,999950000000000000,1.0 EB,String,404
99949999999999999,99.9 PB,String,1.0,99950000000000000,100.0 PB,String,459
9950000000000999,9.9 PB,String,1.0,9950000000001000,10.0 PB,String,429
999949999999999,999.9 TB,String,2.0,999950000000000,1.0 PB,String,439
99949999999999,99.9 TB,String,1.0,99950000000000,100.0 TB,String,468
9950000000000,9.9 TB,String,1.0,9950000000001,10.0 TB,String,405
999949999999,999.9 GB,String,2.0,999950000000,1.0 TB,String,476
99949999999,99.9 GB,String,1.0,99950000000,100.0 GB,String,467
9950000000,9.9 GB,String,1.0,9950000001,10.0 GB,String,446
999949999,999.9 MB,String,2.0,999950000,1.0 GB,String,817
99949999,99.9 MB,String,1.0,99950000,100.0 MB,String,1067
9950000,9.9 MB,String,1.0,9950001,10.0 MB,String,1122
999949,999.9 kB,String,2.0,999950,1.0 MB,String,1376
99949,99.9 kB,String,1.0,99950,100.0 kB,String,1102
9950,9.9 kB,String,1.0,9951,10.0 kB,String,2344
999,999B,String,2.0,1000,1.0 kB,String,2037
99,99B,String,1.0,100,100B,String,4425
9,9B,String,1.0,10,10B,String,9148
false,falseB,String,1.0,true,trueB,String,9402
-1,-1B,String,1.0,0,0B,String,7928
-10,-10B,String,1.0,-9,-9B,String,3588
-100,-100B,String,1.0,-99,-99B,String,2335
-1000,-1000B,String,1.0,-999,-999B,String,1155
-10000,-10000B,String,1.0,-9999,-9999B,String,1674
-100000,-100000B,String,1.0,-99999,-99999B,String,844
-1000000,-1000000B,String,1.0,-999999,-999999B,String,1112
-10000000,-10000000B,String,1.0,-9999999,-9999999B,String,803
-100000000,-100000000B,String,1.0,-99999999,-99999999B,String,832
-1000000000,-1000000000B,String,1.0,-999999999,-999999999B,String,591
-10000000000,-10000000000B,String,1.0,-9999999999,-9999999999B,String,344
-100000000000,-100000000000B,String,1.0,-99999999999,-99999999999B,String,342
-1000000000000,-1000000000000B,String,1.0,-999999999999,-999999999999B,String,333
-10000000000000,-10000000000000B,String,1.0,-9999999999999,-9999999999999B,String,359
-100000000000000,-100000000000000B,String,1.0,-99999999999999,-99999999999999B,String,347
-1000000000000000,-1000000000000000B,String,1.0,-999999999999999,-999999999999999B,String,354
-10000000000000000,-10000000000000000B,String,1.0,-9999999999999999,-9999999999999999B,String,353
-100000000000000000,-100000000000000000B,String,1.0,-99999999999999999,-99999999999999999B,String,355
-1000000000000000000,-1000000000000000000B,String,1.0,-999999999999999999,-999999999999999999B,String,318
-10000000000000000000,-10000000000000000000B,String,1.0,-9999999999999999999,-9999999999999999999B,String,131
-100000000000000000000,-100000000000000000000B,String,1.0,-99999999999999999999,-99999999999999999999B,String,109
-1000000000000000000000,-1000000000000000000000B,String,1.0,-999999999999999999999,-999999999999999999999B,String,62
-10000000000000000000000,-10000000000000000000000B,String,1.0,-9999999999999999999999,-9999999999999999999999B,String,207
-100000000000000000000000,-100000000000000000000000B,String,1.0,-99999999999999999999999,-99999999999999999999999B,String,135
-1000000000000000000000000,-1000000000000000000000000B,String,1.0,-999999999999999999999999,-999999999999999999999999B,String,107
-10000000000000000000000000,-10000000000000000000000000B,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,String,128
-100000000000000000000000000,-100000000000000000000000000B,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,String,127
-1000000000000000000000000000,-1000000000000000000000000000B,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,String,103
-10000000000000000000000000000,-10000000000000000000000000000B,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,String,110
-100000000000000000000000000000,-100000000000000000000000000000B,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,String,100
-1000000000000000000000000000000,-1000000000000000000000000000000B,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,String,87
-10000000000000000000000000000000,-10000000000000000000000000000000B,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,String,37
-100000000000000000000000000000000,-100000000000000000000000000000000B,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,String,3
