year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
7868751203492058405,2,3,-1000000000000-09--3689348814741910317,Dates.Date,1.0,7868751203492058406,2,3,-999999999999-09--3689348814741910317,Dates.Date,1
7668492865455769850,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,7668492865455769850,1,1,247377290177889-18085043209519167--3689348814741910296,Dates.Date,1
4269815991422797699,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,4269815991422797699,1,1,83569836028651--36170086419038322--7378697629483820659,Dates.Date,1
4088910189209305565,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,5.0,4088910189209305565,1,1,-12650294654952--24113390946025546--25,Dates.Date,1
2067059682353916815,3,31,-129198833053343--42198434155544712--14,Dates.Date,5.0,2067059682353916815,3,32,"ArgumentError(""Day: 32 out of range (1:31)"")",ArgumentError,1
1082766723287708762,-100000000,164405006,"ArgumentError(""Month: -100000000 out of range (1:12)"")",ArgumentError,1.0,1082766723287708762,-99999999,164405006,"ArgumentError(""Month: -99999999 out of range (1:12)"")",ArgumentError,1
791394722842595423,0,399732485,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,791394722842595423,1,399732485,"ArgumentError(""Day: 399732485 out of range (1:31)"")",ArgumentError,1
341849647452569445,0,18035,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,341849647452569445,1,18035,"ArgumentError(""Day: 18035 out of range (1:31)"")",ArgumentError,1
72780767996564122,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,72780767996564122,1,2,52891404596445-24113390946025556-7378697629483820669,Dates.Date,1
8481718231564873,-100000,113,"ArgumentError(""Month: -100000 out of range (1:12)"")",ArgumentError,1.0,8481718231564873,-99999,113,"ArgumentError(""Month: -99999 out of range (1:12)"")",ArgumentError,1
4693753884383840,2,-10,"ArgumentError(""Day: -10 out of range (1:29)"")",ArgumentError,1.0,4693753884383840,2,-9,"ArgumentError(""Day: -9 out of range (1:29)"")",ArgumentError,1
4301814102466390,-10000,-119,"ArgumentError(""Month: -10000 out of range (1:12)"")",ArgumentError,1.0,4301814102466390,-9999,-119,"ArgumentError(""Month: -9999 out of range (1:12)"")",ArgumentError,1
2853760578230761,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,2853760578230761,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
2001805822096021,2,28,-18412972125303-24113390946025556-07,Dates.Date,8.0,2001805822096021,2,29,"ArgumentError(""Day: 29 out of range (1:28)"")",ArgumentError,1
1615164095665992,6,3,99999999999999-18085043209519171-01,Dates.Date,1.0,1615164095665993,6,3,100000000000000-18085043209519171-01,Dates.Date,1
1195434525980678,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,1195434525980678,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
331331017560264,0,-5196,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,331331017560264,1,-5196,"ArgumentError(""Day: -5196 out of range (1:31)"")",ArgumentError,1
72479263004941,0,544919,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,72479263004941,1,544919,"ArgumentError(""Day: 544919 out of range (1:31)"")",ArgumentError,1
54119349661212,-1,8092,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,54119349661212,0,8092,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
