year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
3263296912445034322,0,14780952,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,3263296912445034322,1,14780952,"ArgumentError(""Day: 14780952 out of range (1:31)"")",ArgumentError,1
560191056457715055,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,560191056457715055,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
6966904909637220,0,7144,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,6966904909637220,1,7144,"ArgumentError(""Day: 7144 out of range (1:31)"")",ArgumentError,1
255175581795360,0,-349,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,255175581795360,1,-349,"ArgumentError(""Day: -349 out of range (1:31)"")",ArgumentError,1
32978571327791,0,48119253622626,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,32978571327791,1,48119253622626,"ArgumentError(""Day: 48119253622626 out of range (1:31)"")",ArgumentError,1
1432483878646,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,24.0,1432483878646,1,1,1432483878646-01-01,Dates.Date,1
276854709858,0,-1192,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,276854709858,1,-1192,"ArgumentError(""Day: -1192 out of range (1:31)"")",ArgumentError,1
18634574584,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,26.0,18634574584,1,1,18634574584-01-01,Dates.Date,1
2996738300,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,2996738300,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
1970250648,0,52,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,1970250648,1,52,"ArgumentError(""Day: 52 out of range (1:31)"")",ArgumentError,1
1692230758,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,29.0,1692230758,1,6,1692230758-01-06,Dates.Date,1
1640892584,0,816703,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,1640892584,1,816703,"ArgumentError(""Day: 816703 out of range (1:31)"")",ArgumentError,1
835493869,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,1.0,835493869,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
793276943,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,793276943,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
605294174,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,28.0,605294174,3,1,605294174-03-01,Dates.Date,1
449531371,0,-38543394,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,449531371,1,-38543394,"ArgumentError(""Day: -38543394 out of range (1:31)"")",ArgumentError,1
440919792,-1,-6,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,440919792,0,-6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
129290835,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,129290835,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
120290918,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,28.0,120290918,1,1,120290918-01-01,Dates.Date,1
98909390,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,98909390,1,4,98909390-01-04,Dates.Date,1
87086475,0,-4301963344154,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,87086475,1,-4301963344154,"ArgumentError(""Day: -4301963344154 out of range (1:31)"")",ArgumentError,1
55369682,0,138295,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,55369682,1,138295,"ArgumentError(""Day: 138295 out of range (1:31)"")",ArgumentError,1
