year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
4286774688907880827,0,-172,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,4286774688907880827,1,-172,"ArgumentError(""Day: -172 out of range (1:31)"")",ArgumentError,1
3847001979368303348,12,86,"ArgumentError(""Day: 86 out of range (1:31)"")",ArgumentError,2.0,3847001979368303348,13,86,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
363686358791089880,11,999,"ArgumentError(""Day: 999 out of range (1:30)"")",ArgumentError,1.0,363686358791089880,11,1000,"ArgumentError(""Day: 1000 out of range (1:30)"")",ArgumentError,1
69833383828602625,0,122204,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,69833383828602625,1,122204,"ArgumentError(""Day: 122204 out of range (1:31)"")",ArgumentError,1
28050466208459753,-1,-14,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,28050466208459753,0,-14,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
15656233375570820,0,-21607035488131,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,12.0,15656233375570820,1,-21607035488131,"ArgumentError(""Day: -21607035488131 out of range (1:31)"")",ArgumentError,1
12079730864361253,-1000,0,"ArgumentError(""Month: -1000 out of range (1:12)"")",ArgumentError,1.0,12079730864361253,-999,0,"ArgumentError(""Month: -999 out of range (1:12)"")",ArgumentError,1
8239277320125370,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,8239277320125370,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
3959728971439360,0,-2207110288649,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,3959728971439360,1,-2207110288649,"ArgumentError(""Day: -2207110288649 out of range (1:31)"")",ArgumentError,1
3948605992403822,0,46,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,3948605992403822,1,46,"ArgumentError(""Day: 46 out of range (1:31)"")",ArgumentError,1
3871294801483760,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,3871294801483760,1,1,-169142786958888-48226781892051107-20,Dates.Date,1
3020666182234835,12,150,"ArgumentError(""Day: 150 out of range (1:31)"")",ArgumentError,1.0,3020666182234835,13,150,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
2049043392016865,0,7,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,2049043392016865,1,7,28824597795541-24113390946025554-17,Dates.Date,1
1615164095665992,3,22,99999999999999-18085043209519168-20,Dates.Date,1.0,1615164095665993,3,22,100000000000000-18085043209519168-20,Dates.Date,1
1347741224586084,-1,-5179,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,1347741224586084,0,-5179,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
324490169092722,-1000000000,1259,"ArgumentError(""Month: -1000000000 out of range (1:12)"")",ArgumentError,1.0,324490169092722,-999999999,1259,"ArgumentError(""Month: -999999999 out of range (1:12)"")",ArgumentError,1
216805840242307,99,48,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,216805840242307,100,48,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
159777582507576,0,4152,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,159777582507576,1,4152,"ArgumentError(""Day: 4152 out of range (1:31)"")",ArgumentError,1
16449543820231,999,0,"ArgumentError(""Month: 999 out of range (1:12)"")",ArgumentError,1.0,16449543820231,1000,0,"ArgumentError(""Month: 1000 out of range (1:12)"")",ArgumentError,1
16163834919540,-10,5250708,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,16163834919540,-9,5250708,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
6839197981177,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,26.0,6839197981177,1,1,6839197981177-01-01,Dates.Date,1
5123444378492,0,1186225202,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,5123444378492,1,1186225202,"ArgumentError(""Day: 1186225202 out of range (1:31)"")",ArgumentError,1
3764207493730,0,-54482,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,3764207493730,1,-54482,"ArgumentError(""Day: -54482 out of range (1:31)"")",ArgumentError,1
295427649270,-1000,0,"ArgumentError(""Month: -1000 out of range (1:12)"")",ArgumentError,1.0,295427649270,-999,0,"ArgumentError(""Month: -999 out of range (1:12)"")",ArgumentError,1
289236037048,0,32286,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,289236037048,1,32286,"ArgumentError(""Day: 32286 out of range (1:31)"")",ArgumentError,1
158821530449,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,25.0,158821530449,1,1,158821530449-01-01,Dates.Date,1
5764220472,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,27.0,5764220472,11,1,5764220472-11-01,Dates.Date,1
2738650044,0,-9,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,2738650044,1,-9,"ArgumentError(""Day: -9 out of range (1:31)"")",ArgumentError,1
2657804159,0,-1542617756336144,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,14.0,2657804159,1,-1542617756336144,"ArgumentError(""Day: -1542617756336144 out of range (1:31)"")",ArgumentError,1
2391539309,-10,3,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,2391539309,-9,3,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
