year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
3279377700880544338,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,3279377700880544338,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
3255068499267668625,99,26,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,3255068499267668625,100,26,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
102839049521515629,-100,4822,"ArgumentError(""Month: -100 out of range (1:12)"")",ArgumentError,1.0,102839049521515629,-99,4822,"ArgumentError(""Month: -99 out of range (1:12)"")",ArgumentError,1
80968656939200091,0,11408,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,80968656939200091,1,11408,"ArgumentError(""Day: 11408 out of range (1:31)"")",ArgumentError,1
64197185295387702,99,806191085,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,64197185295387702,100,806191085,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
29334804284074188,9,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,11.0,29334804284074188,9,1,41631767864985--12056695473012773--7378697629483820659,Dates.Date,1
8411625625551613,0,56,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,8411625625551613,1,56,"ArgumentError(""Day: 56 out of range (1:31)"")",ArgumentError,1
355888302137785,0,26,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,355888302137785,1,26,-149166396417546-6028347736506390-06,Dates.Date,1
41233899043279,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,41233899043279,1,-4,"ArgumentError(""Day: -4 out of range (1:31)"")",ArgumentError,1
32131576678310,-1000000,-133,"ArgumentError(""Month: -1000000 out of range (1:12)"")",ArgumentError,1.0,32131576678310,-999999,-133,"ArgumentError(""Month: -999999 out of range (1:12)"")",ArgumentError,1
23761518898272,-100000000,102,"ArgumentError(""Month: -100000000 out of range (1:12)"")",ArgumentError,1.0,23761518898272,-99999999,102,"ArgumentError(""Month: -99999999 out of range (1:12)"")",ArgumentError,1
16872203181553,99,-5441,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,16872203181553,100,-5441,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
16649752697350,0,14,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,25.0,16649752697350,1,14,16649752697350-01-14,Dates.Date,1
8018108733921,0,10,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,26.0,8018108733921,1,10,8018108733921-01-10,Dates.Date,1
3926192275066,12,7359888092586314578,"ArgumentError(""Day: 7359888092586314578 out of range (1:31)"")",ArgumentError,15.0,3926192275066,13,7359888092586314578,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
1965772243192,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,1965772243192,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
1031661403601,0,3102039732090,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,1031661403601,1,3102039732090,"ArgumentError(""Day: 3102039732090 out of range (1:31)"")",ArgumentError,1
197758291995,0,7,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,27.0,197758291995,1,7,197758291995-01-07,Dates.Date,1
111714166686,0,57052,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,111714166686,1,57052,"ArgumentError(""Day: 57052 out of range (1:31)"")",ArgumentError,1
42060234304,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,28.0,42060234304,1,6,42060234304-01-06,Dates.Date,1
9513493111,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,9513493111,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
8661318723,0,16,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,29.0,8661318723,1,16,8661318723-01-16,Dates.Date,1
3293001291,12,32744,"ArgumentError(""Day: 32744 out of range (1:31)"")",ArgumentError,1.0,3293001291,13,32744,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
2372253095,-100000000000,0,"ArgumentError(""Month: -100000000000 out of range (1:12)"")",ArgumentError,1.0,2372253095,-99999999999,0,"ArgumentError(""Month: -99999999999 out of range (1:12)"")",ArgumentError,1
