year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
104031737031771175,-10,81,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,104031737031771175,-9,81,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
25986464275484134,9,-1,"ArgumentError(""Day: -1 out of range (1:30)"")",ArgumentError,1.0,25986464275484134,9,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,1
25765272891615938,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,25765272891615938,1,2,7483265294052--54255129628557499--7378697629483820667,Dates.Date,1
1765330820312352,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,7.0,1765330820312352,3,1,250166724646359-18085043209519167-29,Dates.Date,1
819569864578596,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,1.0,819569864578596,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
461643837705624,0,1130,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,461643837705624,1,1130,"ArgumentError(""Day: 1130 out of range (1:31)"")",ArgumentError,1
48367360048666,-1,67,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,48367360048666,0,67,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
28782591326315,0,1586,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,28782591326315,1,1586,"ArgumentError(""Day: 1586 out of range (1:31)"")",ArgumentError,1
17329243884369,0,11,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,25.0,17329243884369,1,11,17329243884369-01-11,Dates.Date,1
231173226497,0,14,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,27.0,231173226497,1,14,231173226497-01-14,Dates.Date,1
21402393081,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,28.0,21402393081,1,1,21402393081-01-01,Dates.Date,1
1103619501,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,27.0,1103619501,1,1,1103619501-01-01,Dates.Date,1
935128172,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,935128172,1,6,935128172-01-06,Dates.Date,1
564012071,0,-201,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,564012071,1,-201,"ArgumentError(""Day: -201 out of range (1:31)"")",ArgumentError,1
538348587,0,17,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,538348587,1,17,538348587-01-17,Dates.Date,1
470217626,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,470217626,1,1,470217626-01-01,Dates.Date,1
423286215,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,423286215,1,1,423286215-01-01,Dates.Date,1
341001513,0,27660,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,341001513,1,27660,"ArgumentError(""Day: 27660 out of range (1:31)"")",ArgumentError,1
267156162,0,-80274834,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,267156162,1,-80274834,"ArgumentError(""Day: -80274834 out of range (1:31)"")",ArgumentError,1
222659135,0,-186362517,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,222659135,1,-186362517,"ArgumentError(""Day: -186362517 out of range (1:31)"")",ArgumentError,1
165994613,12,60,"ArgumentError(""Day: 60 out of range (1:31)"")",ArgumentError,2.0,165994613,13,60,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
164872306,11,-1,"ArgumentError(""Day: -1 out of range (1:30)"")",ArgumentError,1.0,164872306,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,1
127052199,12,215,"ArgumentError(""Day: 215 out of range (1:31)"")",ArgumentError,1.0,127052199,13,215,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
91462545,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,1.0,91462545,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
86299207,0,2269476,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,86299207,1,2269476,"ArgumentError(""Day: 2269476 out of range (1:31)"")",ArgumentError,1
74821589,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,74821589,1,1,74821589-01-01,Dates.Date,1
45987489,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,45987489,1,3,45987489-01-03,Dates.Date,1
30256900,10,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,29.0,30256900,10,1,30256900-10-01,Dates.Date,1
21573954,0,-3,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,21573954,1,-3,"ArgumentError(""Day: -3 out of range (1:31)"")",ArgumentError,1
13643561,-1,790,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,13643561,0,790,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
8092633,0,-9,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,8092633,1,-9,"ArgumentError(""Day: -9 out of range (1:31)"")",ArgumentError,1
6342448,0,84,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,6342448,1,84,"ArgumentError(""Day: 84 out of range (1:31)"")",ArgumentError,1
3353788,0,-102323,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,3353788,1,-102323,"ArgumentError(""Day: -102323 out of range (1:31)"")",ArgumentError,1
