year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
4282374349139945095,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,4282374349139945095,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
3465290031706416,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,3465290031706416,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,1
92051836327,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,28.0,92051836327,1,1,92051836327-01-01,Dates.Date,1
3767094332,0,5045712,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,3767094332,1,5045712,"ArgumentError(""Day: 5045712 out of range (1:31)"")",ArgumentError,1
3498865105,0,11,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,29.0,3498865105,1,11,3498865105-01-11,Dates.Date,1
2655220641,-1,-157443812,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,2655220641,0,-157443812,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
1021952653,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,27.0,1021952653,1,1,1021952653-01-01,Dates.Date,1
865359489,0,-8,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,865359489,1,-8,"ArgumentError(""Day: -8 out of range (1:31)"")",ArgumentError,1
791234582,0,423178197603,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,9.0,791234582,1,423178197603,"ArgumentError(""Day: 423178197603 out of range (1:31)"")",ArgumentError,1
529721692,12,5635589676835,"ArgumentError(""Day: 5635589676835 out of range (1:31)"")",ArgumentError,9.0,529721692,13,5635589676835,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
479534117,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,479534117,1,5,479534117-01-05,Dates.Date,1
220172304,-1,30681563,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,220172304,0,30681563,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
203261487,0,62,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,203261487,1,62,"ArgumentError(""Day: 62 out of range (1:31)"")",ArgumentError,1
