year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
1623484313252074424,0,-30626899,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,1623484313252074424,1,-30626899,"ArgumentError(""Day: -30626899 out of range (1:31)"")",ArgumentError,1
314633652841827490,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,10.0,314633652841827490,3,1,-15424358143779-18085043209519159-3689348814741910347,Dates.Date,1
134297038088686501,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,134297038088686501,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
18587023846547251,3,19,-100000000000000--18085043209519157-7378697629483820637,Dates.Date,1.0,18587023846547252,3,19,-99999999999999--18085043209519157-7378697629483820638,Dates.Date,1
3159291821467786,4,99,"ArgumentError(""Day: 99 out of range (1:30)"")",ArgumentError,1.0,3159291821467786,4,100,"ArgumentError(""Day: 100 out of range (1:30)"")",ArgumentError,1
1079229951879965,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,8.0,1079229951879965,1,1,69120554769303-12056695473012777-21,Dates.Date,1
1009672426870671,-10000,1151559354674940651,"ArgumentError(""Month: -10000 out of range (1:12)"")",ArgumentError,1.0,1009672426870671,-9999,1151559354674940651,"ArgumentError(""Month: -9999 out of range (1:12)"")",ArgumentError,1
717334318459946,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,8.0,717334318459946,1,1,212279619904615-6028347736506389-11,Dates.Date,1
524234304639469,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,524234304639469,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
296125157147933,-10,6570,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,296125157147933,-9,6570,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
176955719622901,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,176955719622901,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
136025790967090,9999999,1,"ArgumentError(""Month: 9999999 out of range (1:12)"")",ArgumentError,1.0,136025790967090,10000000,1,"ArgumentError(""Month: 10000000 out of range (1:12)"")",ArgumentError,1
49164500601569,999999999999,1,"ArgumentError(""Month: 999999999999 out of range (1:12)"")",ArgumentError,1.0,49164500601569,1000000000000,1,"ArgumentError(""Month: 1000000000000 out of range (1:12)"")",ArgumentError,1
29642324283632,999,-196,"ArgumentError(""Month: 999 out of range (1:12)"")",ArgumentError,1.0,29642324283632,1000,-196,"ArgumentError(""Month: 1000 out of range (1:12)"")",ArgumentError,1
26559635664674,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,26559635664674,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",ArgumentError,1
12310023866657,-10,0,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,12310023866657,-9,0,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
