year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
7376240858605017868,-1,-8,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,7376240858605017868,0,-8,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
6193069323956525877,0,-131958286,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,6193069323956525877,1,-131958286,"ArgumentError(""Day: -131958286 out of range (1:31)"")",ArgumentError,1
4248361437421972975,0,57,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,4248361437421972975,1,57,"ArgumentError(""Day: 57 out of range (1:31)"")",ArgumentError,1
4180548559004213405,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,4180548559004213405,1,-4,"ArgumentError(""Day: -4 out of range (1:31)"")",ArgumentError,1
3684771392006637808,5,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,5.0,3684771392006637808,5,1,-107688653057835--24113390946025553--5,Dates.Date,1
2339996792678193644,0,7136035323057098458,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,16.0,2339996792678193644,1,7136035323057098458,"ArgumentError(""Day: 7136035323057098458 out of range (1:31)"")",ArgumentError,1
2102187265595994463,6,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,11.0,2102187265595994463,6,1,149610208706461-12056695473012778--7378697629483820626,Dates.Date,1
2019299335701484363,0,750638064,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,2019299335701484363,1,750638064,"ArgumentError(""Day: 750638064 out of range (1:31)"")",ArgumentError,1
1823900879088343900,0,470092892,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,1823900879088343900,1,470092892,"ArgumentError(""Day: 470092892 out of range (1:31)"")",ArgumentError,1
1409038054527097998,-1,1,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,1409038054527097998,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
1111690868811393387,0,7,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,1111690868811393387,1,7,65477291109655-6028347736506387-28,Dates.Date,1
867111281633937610,0,328324,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,867111281633937610,1,328324,"ArgumentError(""Day: 328324 out of range (1:31)"")",ArgumentError,1
674685065166303898,0,-7839436,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,674685065166303898,1,-7839436,"ArgumentError(""Day: -7839436 out of range (1:31)"")",ArgumentError,1
615102593438170085,0,290686,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,615102593438170085,1,290686,"ArgumentError(""Day: 290686 out of range (1:31)"")",ArgumentError,1
