bytes,output,type,metric,n_bytes,n_output,n_type,count
-1,-1B,String,1.0,0,0B,String,2747688
-10,-10B,String,1.0,-9,-9B,String,185496
-100,-100B,String,1.0,-99,-99B,String,30492
-1000,-1000B,String,1.0,-999,-999B,String,9084
-10000,-10000B,String,1.0,-9999,-9999B,String,10656
-100000,-100000B,String,1.0,-99999,-99999B,String,5484
-1000000,-1000000B,String,1.0,-999999,-999999B,String,8016
-10000000,-10000000B,String,1.0,-9999999,-9999999B,String,5328
-100000000,-100000000B,String,1.0,-99999999,-99999999B,String,4788
-1000000000,-1000000000B,String,1.0,-999999999,-999999999B,String,4140
-10000000000,-10000000000B,String,1.0,-9999999999,-9999999999B,String,2424
-100000000000,-100000000000B,String,1.0,-99999999999,-99999999999B,String,2436
-1000000000000,-1000000000000B,String,1.0,-999999999999,-999999999999B,String,2124
-10000000000000,-10000000000000B,String,1.0,-9999999999999,-9999999999999B,String,2304
-100000000000000,-100000000000000B,String,1.0,-99999999999999,-99999999999999B,String,2052
-1000000000000000,-1000000000000000B,String,1.0,-999999999999999,-999999999999999B,String,2304
-10000000000000000,-10000000000000000B,String,1.0,-9999999999999999,-9999999999999999B,String,2364
-100000000000000000,-100000000000000000B,String,1.0,-99999999999999999,-99999999999999999B,String,2424
-1000000000000000000,-1000000000000000000B,String,1.0,-999999999999999999,-999999999999999999B,String,2028
-10000000000000000000,-10000000000000000000B,String,1.0,-9999999999999999999,-9999999999999999999B,String,816
-100000000000000000000,-100000000000000000000B,String,1.0,-99999999999999999999,-99999999999999999999B,String,756
-1000000000000000000000,-1000000000000000000000B,String,1.0,-999999999999999999999,-999999999999999999999B,String,420
-10000000000000000000000,-10000000000000000000000B,String,1.0,-9999999999999999999999,-9999999999999999999999B,String,1296
-100000000000000000000000,-100000000000000000000000B,String,1.0,-99999999999999999999999,-99999999999999999999999B,String,912
-1000000000000000000000000,-1000000000000000000000000B,String,1.0,-999999999999999999999999,-999999999999999999999999B,String,600
-10000000000000000000000000,-10000000000000000000000000B,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,String,756
-100000000000000000000000000,-100000000000000000000000000B,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,String,840
-1000000000000000000000000000,-1000000000000000000000000000B,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,String,684
-10000000000000000000000000000,-10000000000000000000000000000B,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,String,732
-100000000000000000000000000000,-100000000000000000000000000000B,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,String,696
-1000000000000000000000000000000,-1000000000000000000000000000000B,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,String,408
-10000000000000000000000000000000,-10000000000000000000000000000000B,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,String,240
-100000000000000000000000000000000,-100000000000000000000000000000000B,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,String,24
9,9B,String,1.0,10,10B,String,532224
99,99B,String,1.0,100,100B,String,77040
9950,9.9 kB,String,1.0,9951,10.0 kB,String,15408
9950000,9.9 MB,String,1.0,9950001,10.0 MB,String,6708
9950000000,9.9 GB,String,1.0,9950000001,10.0 GB,String,3120
9950000000000,9.9 TB,String,1.0,9950000000001,10.0 TB,String,2796
9950000000000001999,9.9 EB,String,1.0,9950000000000002000,10.0 EB,String,1140
9950000000000999,9.9 PB,String,1.0,9950000000001000,10.0 PB,String,2880
999,999B,String,2.0,1000,1.0 kB,String,16584
99949,99.9 kB,String,1.0,99950,100.0 kB,String,7176
99949999,99.9 MB,String,1.0,99950000,100.0 MB,String,6564
99949999999,99.9 GB,String,1.0,99950000000,100.0 GB,String,2820
99949999999999,99.9 TB,String,1.0,99950000000000,100.0 TB,String,3024
99949999999999991999,99.9 EB,String,1.0,99949999999999992000,100.0 EB,String,1068
99949999999999999,99.9 PB,String,1.0,99950000000000000,100.0 PB,String,3012
999949,999.9 kB,String,2.0,999950,1.0 MB,String,9912
999949999,999.9 MB,String,2.0,999950000,1.0 GB,String,5124
999949999999,999.9 GB,String,2.0,999950000000,1.0 TB,String,2688
999949999999999,999.9 TB,String,2.0,999950000000000,1.0 PB,String,2904
999949999999999935999,999.9 EB,String,1.0,999949999999999936000,1000.0 EB,String,336
999949999999999999,999.9 PB,String,2.0,999950000000000000,1.0 EB,String,2616
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",BoundsError,924
999999999999994822656,1000.0 EB,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",BoundsError,2868
false,falseB,String,1.0,true,trueB,String,5647992
