year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
7819908758387556410,0,17797366648,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,7819908758387556410,1,17797366648,"ArgumentError(""Day: 17797366648 out of range (1:31)"")",ArgumentError,1
3210639351115077004,-10,221117732,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,3210639351115077004,-9,221117732,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
622405171431677592,10,31,177782811509688--48226781892051111-7378697629483820617,Dates.Date,10.0,622405171431677592,10,32,"ArgumentError(""Day: 32 out of range (1:31)"")",ArgumentError,1
521495259349452908,-1,-272829718734654,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,521495259349452908,0,-272829718734654,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
279368294460646925,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,279368294460646925,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
145994346969874326,0,-2420,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,145994346969874326,1,-2420,"ArgumentError(""Day: -2420 out of range (1:31)"")",ArgumentError,1
98946397336204258,0,-100525,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,98946397336204258,1,-100525,"ArgumentError(""Day: -100525 out of range (1:31)"")",ArgumentError,1
29309844485260580,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,11.0,29309844485260580,3,1,16671969051376--12056695473012767--7378697629483820662,Dates.Date,1
523691357958725,6,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,9.0,523691357958725,6,1,18636659403395-6028347736506382-10,Dates.Date,1
483241197162933,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,483241197162933,1,2,-21813501392398-6028347736506389-12,Dates.Date,1
189942315050846,999,0,"ArgumentError(""Month: 999 out of range (1:12)"")",ArgumentError,1.0,189942315050846,1000,0,"ArgumentError(""Month: 1000 out of range (1:12)"")",ArgumentError,1
66876918348282,3,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,23.0,66876918348282,3,1,66876918348282-03-01,Dates.Date,1
