year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
972610571469623729,12,156,"ArgumentError(""Day: 156 out of range (1:31)"")",ArgumentError,1.0,972610571469623729,13,156,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
881133193107563555,8,999,"ArgumentError(""Day: 999 out of range (1:31)"")",ArgumentError,1.0,881133193107563555,8,1000,"ArgumentError(""Day: 1000 out of range (1:31)"")",ArgumentError,1
701533182633571256,0,-6334,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,701533182633571256,1,-6334,"ArgumentError(""Day: -6334 out of range (1:31)"")",ArgumentError,1
516730880208834931,9999,-802804009033,"ArgumentError(""Month: 9999 out of range (1:12)"")",ArgumentError,1.0,516730880208834931,10000,-802804009033,"ArgumentError(""Month: 10000 out of range (1:12)"")",ArgumentError,1
496381105428905004,0,-731966976725,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,496381105428905004,1,-731966976725,"ArgumentError(""Day: -731966976725 out of range (1:31)"")",ArgumentError,1
217138572525649740,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,217138572525649740,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
197014420308366176,-1,2,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,197014420308366176,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
162283021175338470,-1000000000,0,"ArgumentError(""Month: -1000000000 out of range (1:12)"")",ArgumentError,1.0,162283021175338470,-999999999,0,"ArgumentError(""Month: -999999999 out of range (1:12)"")",ArgumentError,1
139845921926535520,0,8,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,139845921926535520,1,8,-54229573291193--18085043209519158--3689348814741910351,Dates.Date,1
134748044983902863,12,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",ArgumentError,2.0,134748044983902863,13,-2,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
53037816834153542,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,53037816834153542,1,2,7073485843778-30141738682531940-30,Dates.Date,1
31601287731147367,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,31601287731147367,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
4417979015379688,-10,-1,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,4417979015379688,-9,-1,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
3113117439403827,0,-1161243198980,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,3113117439403827,1,-1161243198980,"ArgumentError(""Day: -1161243198980 out of range (1:31)"")",ArgumentError,1
1379034513615549,-1000000000,4,"ArgumentError(""Month: -1000000000 out of range (1:12)"")",ArgumentError,1.0,1379034513615549,-999999999,4,"ArgumentError(""Month: -999999999 out of range (1:12)"")",ArgumentError,1
757576862466481,2,21,252522163911150-6028347736506391-02,Dates.Date,2.0,757576862466482,2,21,-252522163911150-12056695473012777-30,Dates.Date,1
386423495359524,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,386423495359524,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
99999999999999,8,2,99999999999999-08-02,Dates.Date,1.0,100000000000000,8,2,100000000000000-08-02,Dates.Date,1
