year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
7952565539171853194,-1,81,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,7952565539171853194,0,81,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
7537986629161421649,0,6,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,7537986629161421649,1,6,45253223105110-30141738682531942-3689348814741910324,Dates.Date,1
4270903596847660316,4,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,12.0,4270903596847660316,4,1,161065863780606--24113390946025542--7378697629483820672,Dates.Date,1
4095799555516655978,0,-17507770541027,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,12.0,4095799555516655978,1,-17507770541027,"ArgumentError(""Day: -17507770541027 out of range (1:31)"")",ArgumentError,1
2751990424584413093,0,37,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,2751990424584413093,1,37,"ArgumentError(""Day: 37 out of range (1:31)"")",ArgumentError,1
2693658452227082304,0,2973134360,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,7.0,2693658452227082304,1,2973134360,"ArgumentError(""Day: 2973134360 out of range (1:31)"")",ArgumentError,1
2661083216707183547,-1,0,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,2661083216707183547,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
2259063024178579925,0,-7286,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,2259063024178579925,1,-7286,"ArgumentError(""Day: -7286 out of range (1:31)"")",ArgumentError,1
1144507557712476535,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,8.0,1144507557712476535,1,5,53610786096282-36170086419038335--7378697629483820627,Dates.Date,1
1100232402363117823,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,1100232402363117823,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
956579015696964905,-1,2,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,956579015696964905,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
800831424889983359,0,65882,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,800831424889983359,1,65882,"ArgumentError(""Day: 65882 out of range (1:31)"")",ArgumentError,1
595346745367483112,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,10.0,595346745367483112,1,2,-112744229252245--6028347736506385--3689348814741910349,Dates.Date,1
580672458946694028,0,-318,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,580672458946694028,1,-318,"ArgumentError(""Day: -318 out of range (1:31)"")",ArgumentError,1
521360865522170033,-1,4,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,521360865522170033,0,4,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
495769800396332577,-10,59,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,495769800396332577,-9,59,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
448381559886258014,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,12.0,448381559886258014,1,1,-107012430875995-48226781892051114--3689348814741910319,Dates.Date,1
418164496088215707,0,64,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,418164496088215707,1,64,"ArgumentError(""Day: 64 out of range (1:31)"")",ArgumentError,1
