bytes,output,type,metric,n_bytes,n_output,n_type,count
999,999B,String,2.0,1000,1.0 kB,String,1
99,99B,String,1.0,100,100B,String,32
9,9B,String,1.0,10,10B,String,181
-1,-1B,String,1.0,0,0B,String,2953
-10,-10B,String,1.0,-9,-9B,String,185
-100,-100B,String,1.0,-99,-99B,String,21
-1000,-1000B,String,1.0,-999,-999B,String,3
