bytes,output,type,metric,n_bytes,n_output,n_type,count
99949,99.9 kB,String,1.0,99950,100.0 kB,String,1
9950,9.9 kB,String,1.0,9951,10.0 kB,String,3
999,999B,String,2.0,1000,1.0 kB,String,32
99,99B,String,1.0,100,100B,String,374
9,9B,String,1.0,10,10B,String,3687
false,falseB,String,1.0,true,trueB,String,44256
-1,-1B,String,1.0,0,0B,String,21455
-10,-10B,String,1.0,-9,-9B,String,1260
-100,-100B,String,1.0,-99,-99B,String,117
-1000,-1000B,String,1.0,-999,-999B,String,11
